id,ahu,air,airCooling,airRef,area,boiler,bypass,chilled,chilledWaterCooling,chilledWaterRef,chiller,cmd,computed,cool,cooling,cur,damper,daytime,delta,directZone,dis,discharge,domestic,effective,elecHeating,enable,entering,enum,equip,equipRef,exhaust,fan,fanPowered,fcu,flow,geoAddr,geoCity,geoCoord,geoCountry,geoCounty,geoPostalCode,geoState,geoStreet,heat,heating,his,hot,hotWaterHeating,hotWaterRef,humidifier,humidity,hvac,kind,leaving,maxVal,minVal,mixed,outside,plant,primaryLoop,point,pointFunction,pressure,primaryFunction,pump,return,rtu,run,sensor,singleDuct,site,siteRef,sp,space,spaceRef,speed,steam,temp,thermostat,tz,unit,valve,vav,vavZone,water,weather,weatherCond,weatherStationRef,weatherStation,yearBuilt,zone,custom
@b-0237,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-19 Zone Air Temp Setpoint,"","","","","","","","",@b-0231,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:10.745-04:00 New_York, inScope, backgroundPoint}"
@b-0238,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-19 Zone Temperature,"","","","","","","","",@b-0231,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:10.249-04:00 New_York, inScope, backgroundPoint}"
@b-0239,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-2,"","","","","","","",✓,"","","","","","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:153°F, designHotWaterPower:9.6MMBTU/h, designHotWaterFlow:1.25gal/min, designAirFlow:650cfm}"
@b-023a,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-2 Damper Output,✓,"","","","","","","",@b-0239,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:10.497-04:00 New_York, inScope, backgroundPoint}"
@b-023b,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-2 Discharge Air Flow,✓,"","","","","","","",@b-0239,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:09.752-04:00 New_York, inScope, backgroundPoint}"
@b-023c,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-2 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0239,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:07.598-04:00 New_York, inScope, backgroundPoint}"
@b-023d,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-2 Heating Valve Output,"","","","","","","","",@b-0239,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:10.62-04:00 New_York, inScope, backgroundPoint}"
@b-023e,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-2 Supply Air Temperature,✓,"","","","","","","",@b-0239,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:07.721-04:00 New_York, inScope, backgroundPoint}"
@b-023f,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-2 Zone Air Temp Setpoint,"","","","","","","","",@b-0239,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:10.374-04:00 New_York, inScope, backgroundPoint}"
@b-0240,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-2 Zone Temperature,"","","","","","","","",@b-0239,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:09.627-04:00 New_York, inScope, backgroundPoint}"
@b-0241,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-20,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:152°F, designHotWaterPower:10.8MMBTU/h, designHotWaterFlow:1.25gal/min, designAirFlow:650cfm}"
@b-0242,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-20 Damper Output,✓,"","","","","","","",@b-0241,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:09.879-04:00 New_York, inScope, backgroundPoint}"
@b-0243,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-20 Discharge Air Flow,✓,"","","","","","","",@b-0241,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:10.87-04:00 New_York, inScope, backgroundPoint}"
@b-0244,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-20 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0241,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-0245,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-20 Heating Valve Output,"","","","","","","","",@b-0241,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:10.249-04:00 New_York, inScope, backgroundPoint}"
@b-0246,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-20 Supply Air Temperature,✓,"","","","","","","",@b-0241,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-0247,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-20 Zone Air Temp Setpoint,"","","","","","","","",@b-0241,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:13.145-04:00 New_York, inScope, backgroundPoint}"
@b-0248,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-20 Zone Temperature,"","","","","","","","",@b-0241,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:10.126-04:00 New_York, inScope, backgroundPoint}"
@b-0249,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-21,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:153°F, designHotWaterPower:10.4MMBTU/h, designHotWaterFlow:1.25gal/min, designAirFlow:650cfm}"
@b-024a,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-21 Damper Output,✓,"","","","","","","",@b-0249,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:10.249-04:00 New_York, inScope, backgroundPoint}"
@b-024b,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-21 Discharge Air Flow,✓,"","","","","","","",@b-0249,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:10.62-04:00 New_York, inScope, backgroundPoint}"
@b-024c,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-21 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0249,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:13.145-04:00 New_York, inScope, backgroundPoint}"
@b-024d,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-21 Heating Valve Output,"","","","","","","","",@b-0249,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:09.752-04:00 New_York, inScope, backgroundPoint}"
@b-024e,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-21 Supply Air Temperature,✓,"","","","","","","",@b-0249,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-024f,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-21 Zone Air Temp Setpoint,"","","","","","","","",@b-0249,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:10.126-04:00 New_York, inScope, backgroundPoint}"
@b-0250,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-21 Zone Temperature,"","","","","","","","",@b-0249,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:10.745-04:00 New_York, inScope, backgroundPoint}"
@b-0251,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-22,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:149°F, designHotWaterPower:9.2MMBTU/h, designHotWaterFlow:1gal/min, designAirFlow:450cfm}"
@b-0252,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-22 Damper Output,✓,"","","","","","","",@b-0251,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:10.497-04:00 New_York, inScope, backgroundPoint}"
@b-0253,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-22 Discharge Air Flow,✓,"","","","","","","",@b-0251,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:10.745-04:00 New_York, inScope, backgroundPoint}"
@b-0254,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-22 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0251,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:10.995-04:00 New_York, inScope, backgroundPoint}"
@b-0255,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-22 Heating Valve Output,"","","","","","","","",@b-0251,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:10.497-04:00 New_York, inScope, backgroundPoint}"
@b-0256,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-22 Supply Air Temperature,✓,"","","","","","","",@b-0251,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:10.249-04:00 New_York, inScope, backgroundPoint}"
@b-0257,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-22 Zone Air Temp Setpoint,"","","","","","","","",@b-0251,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:07.598-04:00 New_York, inScope, backgroundPoint}"
@b-0258,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-22 Zone Temperature,"","","","","","","","",@b-0251,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:13.145-04:00 New_York, inScope, backgroundPoint}"
@b-0259,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-23,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:148°F, designHotWaterPower:6.2MMBTU/h, designHotWaterFlow:0.75gal/min, designAirFlow:350cfm}"
@b-025a,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-23 Damper Output,✓,"","","","","","","",@b-0259,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:09.627-04:00 New_York, inScope, backgroundPoint}"
@b-025b,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-23 Discharge Air Flow,✓,"","","","","","","",@b-0259,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:10.249-04:00 New_York, inScope, backgroundPoint}"
@b-025c,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-23 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0259,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:09.752-04:00 New_York, inScope, backgroundPoint}"
@b-025d,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-23 Heating Valve Output,"","","","","","","","",@b-0259,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:10.497-04:00 New_York, inScope, backgroundPoint}"
@b-025e,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-23 Supply Air Temperature,✓,"","","","","","","",@b-0259,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:10.62-04:00 New_York, inScope, backgroundPoint}"
